id,claim,label,golden_evi,claim_temporal_arguments,evidence_title,evidence_content,processed_claim_some_punctuation,processed_evidence_some_punctuation,claim_named_entities,evidences_named_entities,contradiction_prob,neutral_prob,entailment_prob,all_claim_entities,claim_chunks,all_evidence_entities,evidence_chunks,count_claim_entities,count_evidence_entities,count_claim_named_entities,count_evidence_named_entities,count_claim_nouns,count_evidence_nouns,similarity_score,coref_flag,claim_entities_string,evidence_entities_string,temporal_claim,temporal_evidence,claim_numbers,evidence_numbers,all_entities_similarity,all_chunks_similarity,named_entities_similarity,temporal_similarity,count_claim_numbers,count_evidence_numbers,openai_results,same_entity_label,same_entity_justification,general_facts_label,general_facts_justification,time_label,time_justification,topic
56275,Resident Evil 7: Biohazard has healing items used in the event of injury.,SUPPORTS,SUPPORTS,['in the event of injury'],Resident_Evil_7-COLON-_Biohazard,Healing items are used in the event of injury and there are puzzles that may be solved to further the story .,Resident Evil 7: Biohazard has healing items used in the event of injury.,Healing items are used in the event of injury and there are puzzles that may be solved to further the story.,[],[],0.000783086,0.994978011,0.004238902,[],"['Biohazard', 'healing items', 'the event', 'injury']",[],"['Healing items', 'the event', 'injury', 'puzzles', 'that', 'the story']",0,0,0,0,4,6,0.681686759,TRUE,['healing items used in the event of injury'],['Healing items'],[],[],['7'],[],0.5,0.756613731,0.5,0.5,1,0,"{'general_facts_justification': 'The evidence confirms the claim that Resident Evil 7: Biohazard has healing items used in the event of injury.', 'general_facts_label': 'SUPPORTS', 'same_entity_justification': 'Both claim and evidence refer to Resident Evil 7: Biohazard.', 'same_entity_label': True, 'time_justification': 'The evidence does not provide any temporal information that can be used to match with the time stated in the claim.', 'time_label': 'NOT ENOUGH INFO', 'topic': 'Video games'}",The evidence confirms the claim that Resident Evil 7: Biohazard has healing items used in the event of injury.,SUPPORTS,Both claim and evidence refer to Resident Evil 7: Biohazard.,TRUE,The evidence does not provide any temporal information that can be used to match with the time stated in the claim.,NOT ENOUGH INFO,Video games
29866,The Singing Detective eventually aired in Portuguese.,NOT ENOUGH INFO,NOT ENOUGH INFO,['eventually'],The_Singing_Detective,"The Singing Detective is a BBC television serial drama , written by Dennis Potter , which stars Michael Gambon and was directed by Jon Amiel .",The Singing Detective eventually aired in Portuguese.,"The Singing Detective is a BBC television serial drama, written by Dennis Potter, which stars Michael Gambon and was directed by Jon Amiel.","['The Singing Detective', 'Portuguese']","['The Singing Detective', 'BBC', 'Dennis Potter', 'Michael Gambon', 'Jon Amiel']",0.268907368,0.720322311,0.010770319,"['The Singing Detective', 'Portuguese']","['The Singing Detective', 'Portuguese']","['The Singing Detective', 'BBC', 'Dennis Potter', 'Michael Gambon', 'Jon Amiel']","['The Singing Detective', 'a BBC television serial drama', 'Dennis Potter', 'which', 'Michael Gambon', 'Jon Amiel']",2,5,2,5,2,6,0.552587628,TRUE,['The Singing Detective'],['The Singing Detective'],[],[],[],[],0.425,0.425,0.425,0.5,0,0,"{'general_facts_justification': ""The evidence talks about the TV show 'The Singing Detective' in general, without providing any information about whether it was eventually aired in Portuguese or not."", 'general_facts_label': 'NOT ENOUGH INFO', 'same_entity_justification': ""The evidence talks about the TV show 'The Singing Detective' in general, while the claim is specifically about whether it was aired in Portuguese. It is possible that the claim and evidence refer to the same entity, but this cannot be determined from the evidence provided."", 'same_entity_label': False, 'time_justification': ""The evidence does not provide any information about when 'The Singing Detective' was aired in any language."", 'time_label': 'NOT ENOUGH INFO', 'topic': ""The topic of both the claim and evidence is 'The Singing Detective', but they refer to different aspects of it. The claim is about whether it was aired in Portuguese, while the evidence provides general information about the TV show.""}","The evidence talks about the TV show 'The Singing Detective' in general, without providing any information about whether it was eventually aired in Portuguese or not.",NOT ENOUGH INFO,"The evidence talks about the TV show 'The Singing Detective' in general, while the claim is specifically about whether it was aired in Portuguese. It is possible that the claim and evidence refer to the same entity, but this cannot be determined from the evidence provided.",FALSE,The evidence does not provide any information about when 'The Singing Detective' was aired in any language.,NOT ENOUGH INFO,"The topic of both the claim and evidence is 'The Singing Detective', but they refer to different aspects of it. The claim is about whether it was aired in Portuguese, while the evidence provides general information about the TV show."
28687,Frank Sinatra died in 1997.,REFUTES,REFUTES,['in 1997'],Frank_Sinatra,"Using his Las Vegas shows as a home base , he toured both within the United States and internationally until a short time before his death in 1998 .",Frank Sinatra died in 1997.,"Using his Las Vegas shows as a home base, he toured both within the United States and internationally until a short time before his death in 1998.","['Frank Sinatra', '1997']","['Las Vegas', 'the United States', '1998']",0.997247279,0.002306323,0.000446357,['Frank Sinatra'],['Frank Sinatra'],"['Las Vegas', 'the United States']","['his Las Vegas', 'a home base', 'he', 'the United States', 'a short time', 'his death']",1,2,2,3,1,6,0.357883602,TRUE,['Frank Sinatra'],"['his', 'he', 'his']",['1997'],['1998'],[],[],0.157142857,0.157142857,0.386336237,0.844723046,0,0,"{'general_facts_justification': 'The evidence states that Frank Sinatra died in 1998, which contradicts the claim that he died in 1997.', 'general_facts_label': 'REFUTES', 'same_entity_justification': 'The evidence refers to Frank Sinatra, but it does not mention anything about his death. Therefore, it is unclear whether the claim and evidence refer to the same entity.', 'same_entity_label': False, 'time_justification': 'The evidence states that Frank Sinatra died in 1998, which matches the date stated in the claim.', 'time_label': 'SUPPORTS', 'topic': ""Frank Sinatra's death""}","The evidence states that Frank Sinatra died in 1998, which contradicts the claim that he died in 1997.",REFUTES,"The evidence refers to Frank Sinatra, but it does not mention anything about his death. Therefore, it is unclear whether the claim and evidence refer to the same entity.",FALSE,"The evidence states that Frank Sinatra died in 1998, which matches the date stated in the claim.",SUPPORTS,Frank Sinatra's death
21762,John Cusack was a teen idol after his role in Say Anything...,SUPPORTS,NOT ENOUGH INFO,['after his role in Say Anything'],John_Cusack,He was nominated for a Golden Globe Award for Best Actor Motion Picture Musical or Comedy for his performance in High Fidelity LRB 2000 RRB .,John Cusack was a teen idol after his role in Say Anything.,He was nominated for a Golden Globe Award for Best Actor Motion Picture Musical or Comedy for his performance in High Fidelity LRB 2000 RRB.,"['John Cusack', 'Say Anything']","['a Golden Globe Award for Best Actor Motion Picture Musical or Comedy', '2000']",0.095959954,0.890771747,0.013268232,"['John Cusack', 'Say Anything']","['John Cusack', 'a teen idol', 'his role', 'Say Anything']",['a Golden Globe Award for Best Actor Motion Picture Musical or Comedy'],"['He', 'a Golden Globe Award', 'Best Actor Motion Picture Musical', 'Comedy', 'his performance']",2,1,2,2,4,5,0.232384384,TRUE,"['John Cusack', 'his']","['He', 'his']",[],['2000'],[],[],0.168154762,0.372087717,0.168154762,0,0,0,"{'general_facts_justification': ""The evidence does not provide enough information to support or refute the claim. While the evidence does provide information about John Cusack's acting career, it does not address his status as a teen idol after his role in Say Anything."", 'general_facts_label': 'NOT ENOUGH INFO', 'same_entity_justification': ""The claim and evidence do not refer to the same entity. The claim is about John Cusack's status as a teen idol after his role in Say Anything, while the evidence is about his nomination for a Golden Globe for his performance in High Fidelity."", 'same_entity_label': False, 'time_justification': 'The evidence does not provide any temporal information that can be used to support or refute the claim.', 'time_label': 'NOT ENOUGH INFO', 'topic': 'Entertainment'}","The evidence does not provide enough information to support or refute the claim. While the evidence does provide information about John Cusack's acting career, it does not address his status as a teen idol after his role in Say Anything.",NOT ENOUGH INFO,"The claim and evidence do not refer to the same entity. The claim is about John Cusack's status as a teen idol after his role in Say Anything, while the evidence is about his nomination for a Golden Globe for his performance in High Fidelity.",FALSE,The evidence does not provide any temporal information that can be used to support or refute the claim.,NOT ENOUGH INFO,Entertainment
13062,Steven Zaillian lost an award from the Writers Guild of America in 2011.,REFUTES,REFUTES,['in 2011'],Steven_Zaillian,He was also presented with the Distinguished Screenwriter Award at the 2009 Austin Film Festival and the Laurel Award for Screenwriting Achievement from the Writers Guild of America in 2011 .,Steven Zaillian lost an award from the Writers Guild of America in 2011.,He was also presented with the Distinguished Screenwriter Award at the 2009 Austin Film Festival and the Laurel Award for Screenwriting Achievement from the Writers Guild of America in 2011.,"['Steven Zaillian', 'the Writers Guild of America', '2011']","['Screenwriter Award', '2009', 'Austin Film Festival', 'the Laurel Award for Screenwriting Achievement', 'the Writers Guild of America', '2011']",0.348678082,0.640684009,0.010637882,"['Steven Zaillian', 'the Writers Guild of America']","['Steven Zaillian', 'an award', 'the Writers Guild', 'America']","['Screenwriter Award', 'Austin Film Festival', 'the Laurel Award for Screenwriting Achievement', 'the Writers Guild of America']","['He', 'the Distinguished Screenwriter Award', 'the Laurel Award', 'Screenwriting Achievement', 'the Writers Guild', 'America']",2,4,3,6,4,6,0.463592112,TRUE,"['Steven Zaillian', 'the Writers Guild of America', '2011']","['He', 'the Writers Guild of America', '2011']",['2011'],"['2009', '2011']",[],[],0.54383117,0.432286382,0.600852251,1,0,0,"{'general_facts_justification': 'The evidence mentions that Steven Zaillian received the Laurel Award for Screenwriting Achievement from the Writers Guild of America in 2011, which refutes the claim that he lost an award from the Writers Guild of America in 2011.', 'general_facts_label': 'REFUTES', 'same_entity_justification': 'The claim and evidence both refer to Steven Zaillian, a screenwriter.', 'same_entity_label': True, 'time_justification': 'The evidence mentions specific years, 2009 and 2011, which match the year stated in the claim.', 'time_label': 'SUPPORTS', 'topic': 'Screenwriting'}","The evidence mentions that Steven Zaillian received the Laurel Award for Screenwriting Achievement from the Writers Guild of America in 2011, which refutes the claim that he lost an award from the Writers Guild of America in 2011.",REFUTES,"The claim and evidence both refer to Steven Zaillian, a screenwriter.",TRUE,"The evidence mentions specific years, 2009 and 2011, which match the year stated in the claim.",SUPPORTS,Screenwriting
66252,IZombie's third season began on January 4.,REFUTES,REFUTES,['on January 4'],IZombie_-LRB-TV_series-RRB-,"On March 11 , 2016 , The CW renewed the series for a third season of 13 episodes , which premiered on April 4 , 2017 .",IZombie s third season began on January 4.,"On March 11, 2016, The CW renewed the series for a third season of 13 episodes, which premiered on April 4, 2017.","['IZombie s', 'third season', 'January 4']","['March 11, 2016', 'a third season', '13', 'April 4, 2017']",0.95968014,0.035707988,0.004611875,['IZombie s'],['January'],['13'],"['March', 'The CW', 'the series', '13 episodes', 'which', 'April']",1,1,3,4,1,6,0.582789898,TRUE,['IZombie s'],['the series'],['january 4'],"['march 11 2016', 'april 4 2017']",[],['13'],0.058407493,0.071428571,0.550452411,0.768608928,0,1,"{'general_facts_justification': 'The evidence refutes the claim that the third season of iZombie started on January 4, as it mentions that the third season premiered on April 4, which is a different date.', 'general_facts_label': 'REFUTES', 'same_entity_justification': ""The claim refers to the start date of the third season of the TV show iZombie, while the evidence talks about the renewal and premiere dates of the same show's third season. While they are both discussing the same TV show, they are not referring to the same event, and hence do not refer to the same entity."", 'same_entity_label': False, 'time_justification': 'The evidence clearly states that the third season of iZombie premiered on April 4, 2017, which is different from the date mentioned in the claim. Hence, the evidence refutes the claim.', 'time_label': 'REFUTES', 'topic': 'TV show iZombie'}","The evidence refutes the claim that the third season of iZombie started on January 4, as it mentions that the third season premiered on April 4, which is a different date.",REFUTES,"The claim refers to the start date of the third season of the TV show iZombie, while the evidence talks about the renewal and premiere dates of the same show's third season. While they are both discussing the same TV show, they are not referring to the same event, and hence do not refer to the same entity.",FALSE,"The evidence clearly states that the third season of iZombie premiered on April 4, 2017, which is different from the date mentioned in the claim. Hence, the evidence refutes the claim.",REFUTES,TV show iZombie
33651,Ray Milland performed in The Lost Weekend.,SUPPORTS,SUPPORTS,['in The Lost Weekend'],Ray_Milland,"Milland remained with Paramount for almost 20 years , and as well as his Oscar winning role in The Lost Weekend , he is remembered for the films The Major and the Minor LRB 1942 RRB , The Big Clock LRB 1948 RRB , and The Thief LRB 1952 RRB , the last of which saw him nominated for his second Golden Globe .",Ray Milland performed in The Lost Weekend.,"Milland remained with Paramount for almost 20 years, and as well as his Oscar winning role in The Lost Weekend, he is remembered for the films The Major and the Minor LRB 1942 RRB, The Big Clock LRB 1948 RRB, and The Thief LRB 1952 RRB, the last of which saw him nominated for his second Golden Globe.","['Ray Milland', 'The Lost Weekend']","['Milland', 'Paramount', 'almost 20 years', 'Oscar', 'The Lost Weekend', 'Minor', '1942', '1948', '1952', 'second', 'Golden Globe']",0.002746134,0.991108656,0.006145207,"['Ray Milland', 'The Lost Weekend']","['Ray Milland', 'The Lost Weekend']","['Milland', 'Paramount', 'Oscar', 'The Lost Weekend', 'Minor', 'second', 'Golden Globe']","['Milland', 'Paramount', 'his Oscar', 'role', 'The Lost Weekend', 'he', 'the films', 'The Major', 'which', 'him', 'his second Golden Globe']",2,7,2,11,2,11,0.541855574,TRUE,"['Ray Milland', 'The Lost Weekend']","['Milland', 'his', 'he', 'him', 'his', 'The Lost Weekend']",[],"['almost 20 years', '1942', 'lost weekend', '1948']",[],[],0.42,0.42,0.42,0,0,0,"{'general_facts_justification': ""The evidence provides information about Ray Milland's career, including his time with Paramount and his roles in various films, which supports the claim that he performed in The Lost Weekend."", 'general_facts_label': 'SUPPORTS', 'same_entity_justification': 'The claim and evidence both refer to Ray Milland.', 'same_entity_label': True, 'time_justification': ""The evidence mentions The Lost Weekend as one of Ray Milland's films, which matches the claim that he performed in the movie."", 'time_label': 'SUPPORTS', 'topic': ""Ray Milland's career in film""}","The evidence provides information about Ray Milland's career, including his time with Paramount and his roles in various films, which supports the claim that he performed in The Lost Weekend.",SUPPORTS,The claim and evidence both refer to Ray Milland.,TRUE,"The evidence mentions The Lost Weekend as one of Ray Milland's films, which matches the claim that he performed in the movie.",SUPPORTS,Ray Milland's career in film
18524,Billy Bob Thornton appeared in his first film in 2005.,REFUTES,REFUTES,['in 2005'],Billy_Bob_Thornton,"Thornton had his first break when he co wrote and starred in the 1992 thriller One False Move , and came to international attention after writing , directing , and starring in the independent drama film Sling Blade LRB 1996 RRB , for which he won an Academy Award for Best Adapted Screenplay and was nominated for an Academy Award for Best Actor .",Billy Bob Thornton appeared in his first film in 2005.,"Thornton had his first break when he co wrote and starred in the 1992 thriller One False Move, and came to international attention after writing, directing, and starring in the independent drama film Sling Blade LRB 1996 RRB, for which he won an Academy Award for Best Adapted Screenplay and was nominated for an Academy Award for Best Actor.","['Billy Bob Thornton', 'first', '2005']","['Thornton', 'first', '1992', 'One', 'False Move', 'Sling Blade', 'LRB 1996', 'an Academy Award for Best Actor']",0.812312663,0.184924722,0.002762583,"['Billy Bob Thornton', 'first']","['Billy Bob Thornton', 'his first film']","['Thornton', 'first', 'One', 'False Move', 'Sling Blade', 'an Academy Award for Best Actor']","['Thornton', 'his first break', 'he', 'One False Move', 'international attention', 'writing', 'directing', 'the independent drama film', 'which', 'he', 'an Academy Award', 'Best Adapted Screenplay', 'an Academy Award', 'Best Actor']",2,6,3,8,2,14,0.516275823,TRUE,"['Billy Bob Thornton', 'his']","['Thornton', 'his', 'he', 'he']",['2005'],"['1996', '1992']",[],['One'],0.441666663,0.637499988,0.426214457,0.364405602,0,1,"{'general_facts_justification': 'The evidence clearly states that Thornton appeared in his first film, One False Move, in 1992, which contradicts the claim that his first film was in 2005.', 'general_facts_label': 'REFUTES', 'same_entity_justification': ""The claim refers to Billy Bob Thornton, while the evidence refers to Billy Bob Thornton's earlier films. Although they are likely referring to the same person, the evidence does not directly support or refute the claim."", 'same_entity_label': False, 'time_justification': 'The evidence does not provide any information about the time period in which Thornton appeared in his first film, so it cannot be determined if it matches the claim.', 'time_label': 'NOT ENOUGH INFO', 'topic': ""Billy Bob Thornton's film career""}","The evidence clearly states that Thornton appeared in his first film, One False Move, in 1992, which contradicts the claim that his first film was in 2005.",REFUTES,"The claim refers to Billy Bob Thornton, while the evidence refers to Billy Bob Thornton's earlier films. Although they are likely referring to the same person, the evidence does not directly support or refute the claim.",FALSE,"The evidence does not provide any information about the time period in which Thornton appeared in his first film, so it cannot be determined if it matches the claim.",NOT ENOUGH INFO,Billy Bob Thornton's film career
10635,Macbeth was screened at Cannes Film Festival out of competition in 1972.,SUPPORTS,SUPPORTS,['in 1972'],Macbeth_-LRB-1971_film-RRB-,Polanski 's Macbeth was screened out of competition at the 1972 Cannes Film Festival .,Macbeth was screened at Cannes Film Festival out of competition in 1972.,Polanski s Macbeth was screened out of competition at the 1972 Cannes Film Festival.,"['Macbeth', 'Cannes Film Festival', '1972']","['Macbeth', '1972', 'Cannes Film Festival']",0.001255852,0.980775952,0.017968284,"['Macbeth', 'Cannes Film Festival']","['Macbeth', 'Cannes Film Festival', 'competition']","['Macbeth', 'Cannes Film Festival']","['Polanski', 'competition']",2,2,3,3,3,2,0.894842803,TRUE,"['Macbeth', 'Cannes Film Festival']","['Polanski s Macbeth', 'the 1972 Cannes Film Festival']",['1972'],['1972'],[],[],0.5,0.273863643,0.600000024,1,0,0,"{'general_facts_justification': 'The evidence supports the claim that Macbeth was screened at Cannes Film Festival out of competition in 1972.', 'general_facts_label': 'SUPPORTS', 'same_entity_justification': ""The claim and evidence are referring to the same movie 'Macbeth' directed by Roman Polanski that was screened at the Cannes Film Festival in 1972."", 'same_entity_label': True, 'time_justification': ""The evidence states that Polanski's Macbeth was screened at the 1972 Cannes Film Festival, which matches the year stated in the claim."", 'time_label': 'SUPPORTS', 'topic': 'Macbeth'}",The evidence supports the claim that Macbeth was screened at Cannes Film Festival out of competition in 1972.,SUPPORTS,The claim and evidence are referring to the same movie 'Macbeth' directed by Roman Polanski that was screened at the Cannes Film Festival in 1972.,TRUE,"The evidence states that Polanski's Macbeth was screened at the 1972 Cannes Film Festival, which matches the year stated in the claim.",SUPPORTS,Macbeth
8017,Nicki Minaj released 3 audio publications between 2007 and 2009.,SUPPORTS,NOT ENOUGH INFO,['between 2007 and 2009'],Nicki_Minaj,"Minaj 's first and second studio albums , Pink Friday LRB 2010 RRB and Pink Friday : Roman Reloaded LRB 2012 RRB , both peaked at number one on the U.S. Billboard 200 and produced the successful singles `` Super Bass '' and `` Starships '' , respectively .",Nicki Minaj released 3 audio publications between 2007 and 2009.,"Minaj s first and second studio albums, Pink Friday LRB 2010 RRB and Pink Friday : Roman Reloaded LRB 2012 RRB, both peaked at number one on the U.S. Billboard 200 and produced the successful singles Super Bass and Starships , respectively.","['Nicki Minaj', '3', 'between 2007 and 2009']","['Minaj', 'first', 'second', 'Friday LRB 2010', 'Friday', 'Roman Reloaded', '2012', 'Super Bass', 'Starships']",0.01139436,0.984642684,0.003962955,"['Nicki Minaj', '3']","['Nicki Minaj', '3 audio publications']","['Minaj', 'first', 'second', 'Roman Reloaded', 'Super Bass', 'Starships']","['Minaj s first and second studio albums', 'Pink', 'both', 'number', 'the U.S. Billboard', 'the successful singles', 'Super Bass', 'Starships']",2,6,3,9,2,8,0.459844291,TRUE,['Nicki Minaj'],['Minaj s'],"['2009', '2007']","['2012', '2010', 'friday']",['3'],"['one', '200']",0.274077803,0.336449504,0.411158025,0.718347013,1,2,"{'general_facts_justification': ""The evidence does not provide any information about Nicki Minaj's audio publications between 2007 and 2009, so it cannot support or refute the claim."", 'general_facts_label': 'NOT ENOUGH INFO', 'same_entity_justification': 'The claim mentions Nicki Minaj, while the evidence talks about her first and second studio albums. Although they are related, they do not necessarily refer to the same entity.', 'same_entity_label': False, 'time_justification': ""The evidence mentions Nicki Minaj's first and second studio albums, which were released in 2010 and 2012, respectively. This information is after the time range specified in the claim, which supports the claim."", 'time_label': 'SUPPORTS', 'topic': ""Nicki Minaj's audio publications and albums""}","The evidence does not provide any information about Nicki Minaj's audio publications between 2007 and 2009, so it cannot support or refute the claim.",NOT ENOUGH INFO,"The claim mentions Nicki Minaj, while the evidence talks about her first and second studio albums. Although they are related, they do not necessarily refer to the same entity.",FALSE,"The evidence mentions Nicki Minaj's first and second studio albums, which were released in 2010 and 2012, respectively. This information is after the time range specified in the claim, which supports the claim.",SUPPORTS,Nicki Minaj's audio publications and albums
43654,Cowboy was only performed during a movie.,REFUTES,REFUTES,['during a movie'],Cowboy_-LRB-Kid_Rock_song-RRB-,The song was performed during the Super Bowl XXXVIII halftime show in 2004 .,Cowboy was only performed during a movie.,The song was performed during the Super Bowl XXXVIII halftime show in 2004.,['Cowboy'],"['the Super Bowl XXXVIII', '2004']",0.988527775,0.010382128,0.001090166,['Cowboy'],"['Cowboy', 'a movie']",['the Super Bowl XXXVIII'],"['The song', 'the Super Bowl XXXVIII halftime show']",1,1,1,2,2,2,0.231293216,FALSE,[],[],[],['2004'],[],[],0.166666667,0.242024899,0.166666667,0,0,0,"{'general_facts_justification': 'The evidence only mentions one performance of the song during the Super Bowl halftime show in 2004. It does not provide information about whether the song was only performed during the movie or if it was also performed elsewhere.', 'general_facts_label': 'NOT ENOUGH INFO', 'same_entity_justification': ""The claim is about the performance of the song 'Cowboy', while the evidence is about the song being performed during the Super Bowl halftime show in 2004. While the evidence is related to a performance of the song, it is not clear if it is the same performance mentioned in the claim."", 'same_entity_label': False, 'time_justification': 'The evidence mentions that the song was performed during the Super Bowl halftime show in 2004, which matches the time frame stated in the claim.', 'time_label': 'SUPPORTS', 'topic': ""Performance of the song 'Cowboy'""}",The evidence only mentions one performance of the song during the Super Bowl halftime show in 2004. It does not provide information about whether the song was only performed during the movie or if it was also performed elsewhere.,NOT ENOUGH INFO,"The claim is about the performance of the song 'Cowboy', while the evidence is about the song being performed during the Super Bowl halftime show in 2004. While the evidence is related to a performance of the song, it is not clear if it is the same performance mentioned in the claim.",FALSE,"The evidence mentions that the song was performed during the Super Bowl halftime show in 2004, which matches the time frame stated in the claim.",SUPPORTS,Performance of the song 'Cowboy'
7327,"In 2010, Chris Noth was nominated for Best Supporting Actor for The Good Wife.",SUPPORTS,SUPPORTS,['In 2010'],Chris_Noth,He was nominated for the Golden Globe Award for Best Supporting Actor on Television for Sex and the City in 1999 and for The Good Wife in 2010 .,"In 2010, Chris Noth was nominated for Best Supporting Actor for The Good Wife.",He was nominated for the Golden Globe Award for Best Supporting Actor on Television for Sex and the City in 1999 and for The Good Wife in 2010.,"['2010', 'Chris Noth', 'Best Supporting Actor']","['the Golden Globe Award for Best Supporting Actor on Television for Sex and the City', '1999', 'The Good Wife', '2010']",0.006163002,0.984742641,0.009094383,"['Chris Noth', 'Best Supporting Actor']","['Chris Noth', 'Best', 'Actor', 'The Good Wife']","['the Golden Globe Award for Best Supporting Actor on Television for Sex and the City', 'The Good Wife']","['He', 'the Golden Globe Award', 'Best', 'Actor', 'Television', 'Sex', 'the City', 'The Good Wife']",2,2,3,4,4,8,0.719087064,TRUE,"['Chris Noth', 'The Good Wife', '2010']","['He', 'The Good Wife', '2010']",['2010'],"['1999', '2010']",[],[],0.345,0.389285714,0.454166651,1,0,0,"{'general_facts_justification': 'The evidence supports the claim that Chris Noth was nominated for Best Supporting Actor for The Good Wife by providing specific examples of his nominations in the past for similar awards.', 'general_facts_label': 'SUPPORTS', 'same_entity_justification': 'The evidence and claim both refer to Chris Noth as an actor and specifically mention his nomination for Best Supporting Actor in The Good Wife.', 'same_entity_label': True, 'time_justification': 'The evidence states that Chris Noth was nominated for Best Supporting Actor for The Good Wife in 2010, which matches the date mentioned in the claim.', 'time_label': 'SUPPORTS', 'topic': ""Chris Noth's nominations for Best Supporting Actor""}",The evidence supports the claim that Chris Noth was nominated for Best Supporting Actor for The Good Wife by providing specific examples of his nominations in the past for similar awards.,SUPPORTS,The evidence and claim both refer to Chris Noth as an actor and specifically mention his nomination for Best Supporting Actor in The Good Wife.,TRUE,"The evidence states that Chris Noth was nominated for Best Supporting Actor for The Good Wife in 2010, which matches the date mentioned in the claim.",SUPPORTS,Chris Noth's nominations for Best Supporting Actor
2955,Plantation era ended before the late 18th century.,REFUTES,NOT ENOUGH INFO,['before the late 18th century'],18th_century,"The 18th century lasted from January 1 , 1701 to December 31 , 1800 in the Gregorian calendar .",Plantation era ended before the late 18th century.,"The 18th century lasted from January 1, 1701 to December 31, 1800 in the Gregorian calendar.",['the late 18th century'],"['The 18th century', 'January 1, 1701 to December 31, 1800']",0.003944257,0.980367064,0.015688663,[],['Plantation era'],[],"['January', 'December', 'the Gregorian calendar']",0,0,1,2,1,3,0.371043831,FALSE,[],[],['the late 18th century'],"['january 1 1701', 'december 31 1800', 'the 18th century', 'gregorian calendar']",[],[],0.5,0.190975636,0.691096663,0.836968482,0,0,"{'general_facts_justification': 'The evidence provides the dates of the 18th century, which supports the claim that the plantation era ended before the late 18th century.', 'general_facts_label': 'SUPPORTS', 'same_entity_justification': 'The claim and evidence both refer to the time period of the 18th century.', 'same_entity_label': True, 'time_justification': 'The evidence explicitly states the dates of the 18th century, which matches the time period mentioned in the claim.', 'time_label': 'SUPPORTS', 'topic': 'Plantation era and the 18th century'}","The evidence provides the dates of the 18th century, which supports the claim that the plantation era ended before the late 18th century.",SUPPORTS,The claim and evidence both refer to the time period of the 18th century.,TRUE,"The evidence explicitly states the dates of the 18th century, which matches the time period mentioned in the claim.",SUPPORTS,Plantation era and the 18th century
48340,Planet of the Apes was released in 2012.,REFUTES,REFUTES,['in 2012'],Planet_of_the_Apes_-LRB-1968_film-RRB-,Planet of the Apes is a 1968 American science fiction film directed by Franklin J. Schaffner .,Planet of the Apes was released in 2012.,Planet of the Apes is a 1968 American science fiction film directed by Franklin J. Schaffner.,"['Apes', '2012']","['Apes', '1968', 'American', 'Franklin J. Schaffner']",0.995977461,0.003447142,0.00057533,['Apes'],"['Planet', 'the Apes']","['Apes', 'American', 'Franklin J. Schaffner']","['Planet', 'the Apes', 'Franklin J. Schaffner']",1,3,2,4,2,3,0.650932431,TRUE,['Planet of the Apes'],['Planet of the Apes'],['2012'],['1968'],[],[],0.5,0.666666687,0.343392313,0.186784625,0,0,"{'general_facts_justification': 'The evidence clearly states that the Planet of the Apes movie was released in 1968, which contradicts the claim that it was released in 2012.', 'general_facts_label': 'REFUTES', 'same_entity_justification': 'The claim refers to the 2012 version of Planet of the Apes, while the evidence refers to the 1968 version. Therefore, they do not refer to the same entity.', 'same_entity_label': False, 'time_justification': 'The evidence does not provide any time-related information that can be used to verify or refute the claim.', 'time_label': 'NOT ENOUGH INFO', 'topic': 'Planet of the Apes'}","The evidence clearly states that the Planet of the Apes movie was released in 1968, which contradicts the claim that it was released in 2012.",REFUTES,"The claim refers to the 2012 version of Planet of the Apes, while the evidence refers to the 1968 version. Therefore, they do not refer to the same entity.",FALSE,The evidence does not provide any time-related information that can be used to verify or refute the claim.,NOT ENOUGH INFO,Planet of the Apes
